ClientID,ClientName,ClientStartDate,InvoiceMonth,ServiceTier_Contract,ServerCount_Contract,ServerCount_Actual_Avg,SupportTicketCount,BilledAmount_INR
CL-37071,Atwal and Sons,2016-11-03,2017-10-01,Basic,7,7,,28233.62
CL-31522,"Ramesh, Prashad and Mallick",2017-09-09,2024-05-01,Basic,11,11,3.0,44143.8
CL-34306,"Mall, Mitra and Contractor",2014-10-07,2023-07-01,Pro,19,20,1.0,159097.83
CL-64372,"Kara, Venkataraman and Jha",2014-07-01,2020-04-01,Basic,12,13,,51482.2
CL-25169,Kakar Group,2016-09-28,2020-07-01,Basic,11,11,,43758.09
CL-76329,Tiwari LLC,2017-10-19,2018-06-01,Basic,6,7,,27584.19
CL-71617,Chacko Ltd,2013-09-29,2025-04-01,Basic,9,9,0.0,35550.1
CL-51532,Kadakia and Sons,2016-11-21,2025-07-01,Basic,13,13,4.0,52780.94
CL-79605,"Gole, Varughese and Nadkarni",2016-10-29,2024-08-01,Pro,18,18,2.0,144693.01
CL-67266,Mannan-Vig,2020-12-12,2022-11-01,Basic,10,10,1.0,39498.65
CL-47213,Srinivas-Subramanian,2014-02-01,2024-11-01,Enterprise,92,94,5.0,1400170.1
CL-36889,Sarraf Ltd,2016-10-18,2020-07-01,Pro,21,20,,158098.16
CL-47356,Tank Ltd,2017-01-03,2024-01-01,Basic,10,9,4.0,35934.46
CL-92628,Palan-Jani,2015-11-18,2017-06-01,Pro,19,20,,160042.1
CL-86633,Sahota-Sandhu,2022-07-09,2023-11-01,Basic,11,11,2.0,43414.93
CL-13321,"Taneja, Acharya and Thaman",2014-08-11,2020-07-01,Pro,38,36,,291530.49
CL-43739,Khosla-Dara,2016-07-13,2023-11-01,Pro,23,24,2.0,195474.15
CL-79605,"Gole, Varughese and Nadkarni",2016-10-29,2025-06-01,Pro,18,18,1.0,145188.04
CL-93176,Batra-Samra,2014-11-26,2021-11-01,Basic,15,15,1.0,60116.94
CL-61833,"Rattan, Subramanian and Pandya",2016-11-03,2022-11-01,Basic,15,15,3.0,59478.16
CL-29312,Grover Ltd,2022-07-26,2024-04-01,Enterprise,94,94,5.0,1427314.19
CL-84463,Manne-Pradhan,2021-05-21,2022-08-01,Pro,31,31,2.0,244633.5
CL-46911,"Sabharwal, Mammen and Wason",2016-04-24,2021-03-01,Basic,6,6,,24203.37
CL-91913,"Datta, Mishra and Kala",2015-02-26,2020-01-01,Basic,10,9,,36378.78
CL-97964,Kapoor Inc,2015-11-09,2020-06-01,Pro,35,37,,300901.24
CL-27613,Jayaraman and Sons,2024-12-16,2025-03-01,Enterprise,54,55,3.0,830857.76
CL-37114,"Gola, Issac and Iyengar",2017-04-28,2022-04-01,Basic,12,12,1.0,47432.55
CL-93176,Batra-Samra,2014-11-26,2015-08-01,Basic,15,14,,56787.53
CL-67568,"Salvi, Brahmbhatt and Dutta",2015-02-11,2016-05-01,Pro,29,28,,224942.83
CL-37071,Atwal and Sons,2016-11-03,2022-02-01,Basic,7,7,0.0,27807.41
CL-55774,"Sheth, Khosla and Zachariah",2015-03-16,2016-01-01,Basic,7,6,,24474.34
CL-84661,Chana Group,2014-10-18,2020-07-01,Basic,8,8,,32419.39
CL-93734,"Ganguly, Ramanathan and Chahal",2015-01-13,2023-04-01,Pro,29,29,1.0,233095.95
CL-61312,Comar-Sandal,2014-03-29,2025-03-01,Pro,35,36,2.0,289786.21
CL-54011,Chacko-Korpal,2019-03-21,2023-02-01,Basic,11,11,1.0,43947.8
CL-91761,Rai-Sinha,2020-11-08,2023-03-01,Basic,15,16,3.0,64975.83
CL-34306,"Mall, Mitra and Contractor",2014-10-07,2015-11-01,Pro,19,18,,143504.61
CL-34306,"Mall, Mitra and Contractor",2014-10-07,2015-02-01,Pro,19,19,,151300.23
CL-83431,"Pal, Zachariah and Madan",2015-09-17,2021-05-01,Enterprise,76,77,,1174361.26
CL-75349,"Kaul, Narain and Atwal",2021-07-17,2024-08-01,Pro,31,30,2.0,237681.86
CL-75439,"Pillay, Khare and Goda",2020-07-08,2022-10-01,Basic,8,8,0.0,32359.92
CL-19522,"Gera, Char and Raj",2016-03-13,2022-11-01,Pro,38,37,2.0,297715.38
CL-43739,Khosla-Dara,2016-07-13,2019-12-01,Pro,23,20,,157456.35
CL-61490,"Ghose, Purohit and Natt",2015-01-21,2018-02-01,Basic,6,6,,23674.05
CL-73992,Batta and Sons,2017-08-12,2022-04-01,Pro,28,28,1.0,221992.09
CL-46911,"Sabharwal, Mammen and Wason",2016-04-24,2021-06-01,Basic,6,6,,23908.09
CL-85839,Kapadia and Sons,2019-09-25,2024-09-01,Basic,8,9,2.0,36717.91
CL-68593,"Vohra, Sinha and Lala",2019-07-28,2020-11-01,Pro,21,22,,178286.56
CL-59713,More-Bhandari,2014-01-20,2016-10-01,Enterprise,48,49,,748369.33
CL-43739,Khosla-Dara,2016-07-13,2019-07-01,Pro,23,23,,185489.45
CL-95027,Rao-Chand,2015-05-18,2019-08-01,Basic,12,12,,48431.62
CL-93176,Batra-Samra,2014-11-26,2019-09-01,Basic,15,16,,65121.66
CL-36010,"Agate, Deshpande and Kurian",2022-07-23,2024-08-01,Enterprise,69,69,3.0,1043506.39
CL-24568,Ramaswamy-Thakur,2018-09-19,2025-04-01,Basic,11,11,2.0,43833.11
CL-56763,Chacko-Chokshi,2018-06-17,2021-06-01,Basic,13,14,,56152.92
CL-39250,"Chandra, Wali and Goel",2020-07-13,2021-05-01,Basic,6,6,,23914.16
CL-93176,Batra-Samra,2014-11-26,2018-03-01,Basic,15,16,,65263.13
CL-55480,Mistry-Kumar,2021-04-12,2022-05-01,Pro,32,31,3.0,244916.83
CL-59713,More-Bhandari,2014-01-20,2014-11-01,Enterprise,48,50,,744855.63
CL-61312,Comar-Sandla,2014-03-29,2017-03-01,Pro ,35,38,,309989.57
CL-47356,Tank Ltd,2017-01-03,2024-06-01,Basic,10,11,1.0,44829.05
CL-55774,"Sheth, Khosla and Zachariah",2015-03-16,2023-07-01,Basic,7,7,0.0,27927.03
CL-93734,"Ganguly, Ramanathan and Chahal",2015-01-13,2019-06-01,Pro,29,31,,248745.38
CL-40270,Lall-Nadig,2016-11-21,2023-04-01,Basic,10,10,0.0,40470.61
CL-40270,Lall-Nadig,2016-11-21,2019-02-01,Basic,10,10,,39915.43
CL-25169,Kakar Group,2016-09-28,2024-09-01,Basic,11,12,1.0,47975.89
CL-75349,"Kaul, Narain and Atwal",2021-07-17,2023-04-01,Pro,31,32,3.0,259388.83
CL-84661,Chana Group,2014-10-18,2015-07-01,Basic,8,8,,31462.2
CL-59245,Sibal-Brahmbhatt,2018-08-24,2020-10-01,Pro,34,35,,284640.29
CL-64372,"Kara, Venkataraman and Jha",2014-07-01,2019-01-01,Basic,12,11,,44668.02
CL-55774,"Sheth, Khosla and Zachariah",2015-03-16,2023-04-01,Basic,7,7,0.0,28252.13
CL-42668,"Sangha, Zacharia and Mitra",2018-11-01,2023-09-01,Basic,8,8,0.0,32510.88
CL-73851,Atwal-Ravi,2015-04-29,2016-10-01,Enterprise,93,90,,1331196.14
CL-29312,Grover Ltd,2022-07-26,2023-10-01,Enterprise,94,98,5.0,1452311.96
CL-17047,Parekh-Kari,2015-11-12,2016-04-01,Basic,11,11,,44691.83
CL-46911,"Sabharwal, Mammen and Wason",2016-04-24,2022-02-01,Basic,6,6,1.0,24056.74
CL-41800,Tiwari-Garde,2020-04-22,2023-07-01,Basic,15,15,1.0,59468.99
CL-76898,"Upadhyay, Dave and Ravi",2018-12-05,2024-03-01,Basic,11,11,2.0,43219.04
CL-17047,Parekh-Kari,2015-11-12,2020-09-01,Basic,11,12,,48284.72
CL-40270,Lall-Nadig,2016-11-21,2024-03-01,Basic,10,11,1.0,43799.94
CL-97964,Kapoor Inc,2015-11-09,2024-11-01,Pro,35,36,4.0,291625.49
CL-81912,Chaudhary PLC,2021-02-01,2025-05-01,Basic,13,14,1.0,55346.72
CL-55774,"Sheth, Khosla and Zachariah",2015-03-16,2017-10-01,Basic,7,7,,27744.18
CL-43739,Khosla-Dara,2016-07-13,2017-11-01,Pro,23,23,,183018.47
CL-74628,Batra-Acharya,2021-02-09,2025-08-01,Basic,6,6,1.0,24240.66
CL-12033,Mital-Raman,2025-05-16,2025-06-01,Pro,26,27,3.0,217841.55
CL-75439,"Pillay, Khare and Goda",2020-07-08,2021-12-01,Basic,8,7,4.0,28288.9
CL-43739,Khosla-Dara,2016-07-13,2025-05-01,Pro,23,23,1.0,181393.33
CL-83431,"Pal, Zachariah and Madan",2015-09-17,2017-02-01,Enterprise,76,78,,1187623.91
CL-54011,Chacko-Korpal,2019-03-21,2024-09-01,Basic,11,11,2.0,44610.12
CL-71617,Chacko Ltd,2013-09-29,2023-10-01,Basic,9,9,0.0,36085.98
CL-56763,Chacko-Chokshi,2018-06-17,2020-10-01,Basic,13,13,,52164.3
CL-24337,Vig-Sangha,2016-10-13,2019-08-01,Pro,32,32,,253350.03
CL-58503,Ghose-Shah,2019-05-24,2022-07-01,Pro,33,33,2.0,269270.55
CL-14840,"Mistry, Yogi and Arora",2017-01-11,2017-10-01,Basic,13,14,,54893.7
CL-32944,"Dhillon, Walla and Narayanan",2023-07-21,2024-06-01,Enterprise,88,92,5.0,1392985.98
CL-10606,Ramachandran-Panchal,2018-06-22,2018-08-01,Pro,40,38,,305579.78
CL-40270,Lall-Nadig,2016-11-21,2018-01-01,Basic,10,9,,35315.35
CL-55480,Mistry-Kumar,2021-04-12,2023-02-01,Pro,32,33,2.0,266882.4
CL-59713,More-Bhandari,2014-01-20,2020-01-01,Enterprise,48,42,,624989.54
CL-57523,Bava-Khare,2021-12-29,2024-01-01,Basic,12,11,2.0,44504.1
CL-82328,"Morar, Chana and Nadkarni",2016-11-16,2019-06-01,Pro,27,27,,215178.48
CL-39250,"Chandra, Wali and Goel",2020-07-13,2023-05-01,Basic,6,6,0.0,24088.94
CL-71617,Chacko Ltd,2013-09-29,2022-04-01,Basic,9,9,0.0,35281.92
CL-34306,"Mall, Mitra and Contractor",2014-10-07,2022-09-01,Pro,19,21,1.0,164850.15
CL-64372,"Kara, Venkataraman and Jha",2014-07-01,2019-07-01,Basic,12,12,,48861.73
CL-54011,Chacko-Korpal,2019-03-21,2023-10-01,Basic,11,11,1.0,43252.11
CL-31522,"Ramesh, Prashad and Mallick",2017-09-09,2024-01-01,Basic,11,10,0.0,39817.54
CL-51532,Kadakia and Sons,2016-11-21,2018-09-01,Basic,13,13,,51743.82
CL-76898,"Upadhyay, Dave and Ravi",2018-12-05,2024-07-01,Basic,11,10,1.0,40639.07
CL-47356,Tank Ltd,2017-01-03,2023-06-01,Basic,10,10,2.0,40328.32
CL-61833,"Rattan, Subramanian and Pandya",2016-11-03,2024-07-01,Basic,15,16,1.0,64884.37
CL-59245,Sibal-Brahmbhatt,2018-08-24,2025-04-01,Pro,34,35,2.0,278382.56
CL-75349,"Kaul, Narain and Atwal",2021-07-17,2022-03-01,Pro,31,34,3.0,268277.37
CL-77568,Atwal LLC,2017-10-21,2024-07-01,Basic,11,11,1.0,43215.9
CL-57058,"Naik, Maharaj and Parmer",2014-06-19,2025-08-01,Basic,11,11,1.0,43414.45
CL-87690,Mistry-Wali,2024-01-26,2025-08-01,Pro,37,37,4.0,300188.89
CL-67266,Mannan-Vig,2020-12-12,2023-11-01,Basic,10,10,0.0,39912.68
CL-57058,"Naik, Maharaj and Parmer",2014-06-19,2018-09-01,Basic,11,11,,43460.53
CL-47213,Srinivas-Subramanian,2014-02-01,2022-02-01,Enterprise,92,92,5.0,1368128.96
CL-88571,"Narasimhan, Reddy and Dhawan",2014-12-25,2023-02-01,Basic,8,8,1.0,32356.28
CL-95937,"Rege, Zachariah and Nadig",2023-09-12,2023-11-01,Basic,11,11,1.0,44774.01
CL-74628,Batra-Acharya,2021-02-09,2024-06-01,Basic,6,7,0.0,28535.85
CL-20694,Bumb Ltd,2016-08-29,2017-10-01,Pro,17,18,,142847.04
CL-10868,Patel Inc,2015-11-19,2024-11-01,Pro,37,36,2.0,287287.59
CL-10606,Ramachandran-Panchal,2018-06-22,2021-08-01,Pro,40,40,,322118.03
CL-37114,"Gola, Issac and Iyengar",2017-04-28,2023-04-01,Basic,12,12,2.0,48822.83
CL-36010,"Agate, Deshpande and Kurian",2022-07-23,2023-05-01,Enterprise,69,69,3.0,1020615.71
CL-88571,"Narasimhan, Reddy and Dhawan",2014-12-25,2016-10-01,Basic,8,8,,32275.78
CL-51519,"Gill, Anne and Jaggi",2020-10-07,2022-09-01,Pro,18,20,1.0,161619.81
CL-41706,"Manne, Verma and Gour",2015-12-28,2025-01-01,Pro,31,27,4.0,212406.53
CL-59713,More-Bhandari,2014-01-20,2024-07-01,Enterprise,48,48,3.0,711887.67
CL-97100,"Sandhu, Bahl and Sandal",2019-02-19,2023-12-01,Basic,13,11,1.0,44474.38
CL-92628,Palan-Jani,2015-11-18,2024-02-01,Pro,19,18,2.0,144952.47
CL-20694,Bumb Ltd,2016-08-29,2022-03-01,Pro,17,17,1.0,136529.61
CL-55480,Mistry-Kumar,2021-04-12,2023-06-01,Pro,32,34,2.0,267096.89
CL-95027,Rao-Chand,2015-05-18,2024-04-01,Basic,12,12,3.0,47541.02
CL-96503,Sundaram PLC,2019-01-17,2019-06-01,Enterprise,63,67,,1012552.41
CL-59713,More-Bhandari,2014-01-20,2017-01-01,Enterprise,48,42,,622317.71
CL-57058,"Naik, Maharaj and Parmer",2014-06-19,2024-12-01,Basic,11,10,0.0,39232.24
CL-73851,Atwal-Ravi,2015-04-29,2017-01-01,Enterprise,93,85,,1265580.74
CL-98268,Bhavsar-Chaudhari,2019-01-29,2024-10-01,Pro,20,21,3.0,165530.93
CL-58467,Bali-Acharya,2022-03-28,2023-09-01,Pro,30,31,5.0,250512.88
CL-68593,"Vohra, Sinha and Lala",2019-07-28,2021-08-01,Pro,21,21,,166041.85
CL-34306,"Mall, Mitra and Contractor",2014-10-07,2020-12-01,Pro,19,17,,137485.18
CL-36551,Kumer-Ganesan,2018-09-30,2021-01-01,Pro,34,32,,259333.77
CL-79605,"Gole, Varughese and Nadkarni",2016-10-29,2019-09-01,Pro,18,19,,154418.69
CL-77568,Atwal LLC,2017-10-21,2019-10-01,Basic,11,11,,44127.62
CL-24568,Ramaswamy-Thakur,2018-09-19,2021-04-01,Basic,11,11,,43495.82
CL-36551,Kumer-Ganesan,2018-09-30,2019-09-01,Pro,34,37,,292027.83
CL-13321,"Taneja, Acharya and Thaman",2014-08-11,2015-10-01,Pro,38,39,,311263.56
CL-20694,Bumb Ltd,2016-08-29,2019-03-01,Pro,17,19,,150946.9
CL-24337,Vig-Sangha,2016-10-13,2024-07-01,Pro,32,32,4.0,260642.29
CL-40503,"Ghosh, Hans and Patil",2022-02-12,2024-07-01,Basic,14,13,2.0,51725.6
CL-47356,Tank Ltd,2017-01-03,2022-07-01,Basic,10,10,0.0,40735.11
CL-73851,Atwal-Ravi,2015-04-29,2017-11-01,Enterprise,93,88,,1318129.78
CL-19522,"Gera, Char and Raj",2016-03-13,2018-09-01,Pro,38,42,,334506.38
CL-36429,Kothari-Contractor,2015-11-05,2016-10-01,Basic,5,5,,20391.96
CL-10606,Ramachandran-Panchal,2018-06-22,2024-10-01,Pro,40,39,2.0,312494.88
CL-57523,Bava-Khare,2021-12-29,2024-05-01,Basic,12,12,2.0,47735.23
CL-13321,"Taneja, Acharya and Thaman",2014-08-11,2022-01-01,Pro,38,34,2.0,268976.42
CL-86840,Manda Ltd,2023-03-16,2025-07-01,Pro,22,22,1.0,174951.07
CL-58503,Ghose-Shah,2019-05-24,2021-02-01,Pro,33,33,,259123.96
CL-92628,Palan-Jani,2015-11-18,2017-01-01,Pro,19,17,,133433.78
CL-56763,Chacko-Chokshi,2018-06-17,2024-09-01,Basic,13,13,2.0,52110.45
CL-26502,Badal-Jaggi,2016-11-25,2017-07-01,Basic,12,13,,51138.83
CL-93734,"Ganguly, Ramanathan and Chahal",2015-01-13,2016-10-01,Pro,29,30,,243297.82
CL-29312,Grover Ltd,2022-07-26,2025-05-01,Enterprise,94,98,6.0,1472779.46
CL-58503,Ghose-Shah,2019-05-24,2020-01-01,Pro,33,31,,246808.71
CL-47356,Tank Ltd,2017-01-03,2021-03-01,Basic,10,11,,44631.35
CL-73992,Batta and Sons,2017-08-12,2019-10-01,Pro,28,28,,228158.17
CL-61004,Khatri-Borde,2022-08-30,2024-12-01,Pro,33,31,2.0,250397.87
CL-67069,Hari-Gara,2023-09-25,2024-08-01,Basic,9,9,1.0,35919.92
CL-88571,"Narasimhan, Reddy and Dhawan",2014-12-25,2015-10-01,Basic,8,8,,31671.72
CL-97100,"Sandhu, Bahl and Sandal",2019-02-19,2021-06-01,Basic,13,13,,52443.53
CL-75182,Venkatesh-Kala,2020-07-08,2021-02-01,Pro,23,23,,183358.52
CL-72280,Nazareth Group,2021-12-23,2022-10-01,Pro,26,27,3.0,217601.24
CL-92628,Palan-Jani,2015-11-18,2019-12-01,Pro,19,17,,133742.35
CL-55774,"Sheth, Khosla and Zachariah",2015-03-16,2017-03-01,Basic,7,7,,27796.56
CL-72092,Choudhry-Mahal,2021-03-11,2022-08-01,Pro,39,37,2.0,293925.01
CL-46220,Kar-Chandran,2022-08-29,2023-08-01,Basic,11,11,1.0,43885.51
CL-10868,Patel Inc,2015-11-19,2021-11-01,Pro,37,35,2.0,283492.03
CL-14568,Sem Group,2020-01-30,2020-07-01,Basic,11,11,,43212.48
CL-59713,More-Bhandari,2014-01-20,2016-03-01,Enterprise,48,48,,707231.07
CL-95027,Rao-Chand,2015-05-18,2022-02-01,Basic,12,12,1.0,47963.21
CL-64372,"Kara, Venkataraman and Jha",2014-07-01,2014-10-01,Basic,12,12,,47253.1
CL-97964,Kapoor Inc,2015-11-09,2020-02-01,Pro,35,36,,287064.0
CL-75925,Jhaveri-Bera,2019-02-04,2022-03-01,Basic,12,13,2.0,51515.82
CL-24568,Ramaswamy-Thakur,2018-09-19,2023-03-01,Basic,11,11,4.0,43888.15
CL-34306,"Mall, Mitra and Contractor",2014-10-07,2024-12-01,Pro,19,18,1.0,146563.48
CL-40270,Lall-Nadig,2016-11-21,2025-06-01,Basic,10,10,0.0,39586.36
CL-25169,Kakar Group,2016-09-28,2023-08-01,Basic,11,11,1.0,44446.22
CL-59245,Sibal-Brahmbhatt,2018-08-24,2025-06-01,Pro,34,36,2.0,291359.17
CL-15441,"Dubey, aTilor and Batra",2022-08-25,2025-01-01,Pro ,27,24,3.0,192577.14
CL-58503,Ghose-Shah,2019-05-24,2025-02-01,Pro,33,31,3.0,249947.63
CL-36551,Kumer-Ganesan,2018-09-30,2024-09-01,Pro,34,35,3.0,279623.02
CL-15441,"Dubey, Tailor and Batra",2022-08-25,2025-02-01,Pro,27,28,1.0,225744.38
CL-64897,"Narang, Doshi and Pillay",2016-04-18,2020-04-01,Enterprise,63,62,,924691.62
CL-71516,"Raja, Jhaveri and Ramakrishnan",2019-11-15,2022-08-01,Basic,13,13,2.0,51622.27
CL-40794,Kamdar LLC,2018-01-05,2020-01-01,Pro,18,17,,135229.75
CL-88571,"Narasimhan, Reddy and Dhawan",2014-12-25,2018-07-01,Basic,8,8,,32119.94
CL-57058,"Naik, Maharaj and Parmer",2014-06-19,2014-07-01,Basic,11,11,,44693.79
CL-81912,Chaudhary PLC,2021-02-01,2021-10-01,Basic,13,13,1.0,51169.94
CL-91761,Rai-Sinha,2020-11-08,2024-02-01,Basic,15,15,1.0,59610.53
CL-64372,"Kara, Venkataraman and Jha",2014-07-01,2023-05-01,Basic,12,12,1.0,48670.05
CL-51132,"Warrior, Yohannan and Dada",2018-12-28,2021-08-01,Basic,5,5,,20221.18
CL-37188,Rege PLC,2020-02-18,2023-12-01,Basic,13,12,1.0,47501.42
CL-71617,Chacko Ltd,2013-09-29,2021-10-01,Basic,9,9,0.0,35562.14
CL-93734,"Ganguly, Ramanathan and Chahal",2015-01-13,2019-07-01,Pro,29,29,,231574.5
CL-39250,"Chandra, Wali and Goel",2020-07-13,2025-02-01,Basic,6,6,0.0,23890.56
CL-58467,Bali-Acharya,2022-03-28,2022-09-01,Pro,30,31,3.0,243230.51
CL-85839,Kapadia and Sons,2019-09-25,2024-04-01,Basic,8,8,0.0,31563.79
CL-37071,Atwal and Sons,2016-11-03,2021-05-01,Basic,7,7,,28477.78
CL-51519,"Gill, Anne and Jaggi",2020-10-07,2024-03-01,Pro,18,18,1.0,143599.7
CL-57058,"Naik, Maharaj and Parmer",2014-06-19,2018-08-01,Basic,11,11,,44316.34
CL-22205,Boase-Vohra,2016-06-15,2021-01-01,Enterprise,91,83,,1227571.61
CL-84463,Manne-Pradhan,2021-05-21,2025-05-01,Pro,31,30,3.0,236067.55
CL-81288,Khare-Oak,2023-03-26,2024-10-01,Basic,12,12,1.0,48624.45
CL-62756,"Sunder, Sarna and Cheema",2020-07-16,2021-06-01,Basic,15,15,,58973.31
CL-36429,Kothari-Contractor,2015-11-05,2023-12-01,Basic,5,5,0.0,19909.13
CL-40794,Kamdar LLC,2018-01-05,2024-11-01,Pro,18,18,1.0,146641.72
CL-54011,Chacko-Korpal,2019-03-21,2020-06-01,Basic,11,11,,43689.69
CL-10606,Ramachandran-Panchal,2018-06-22,2025-09-01,Pro,40,41,7.0,323668.45
CL-43739,Khosla-Dara,2016-07-13,2025-04-01,Pro,23,24,1.0,192861.62
CL-34102,"Dubey, Sarraf and Gala",2015-10-09,2016-05-01,Pro,28,27,,217220.33
CL-68593,"Vohra, Sinha and Lala",2019-07-28,2019-11-01,Pro,21,21,,164792.49
CL-56763,Chacko-Chokshi,2018-06-17,2022-06-01,Basic,13,13,3.0,51745.12
CL-43739,Khosla-Dara,2016-07-13,2025-03-01,Pro,23,23,1.0,183670.31
CL-93734,"Ganguly, Ramanathan and Chahal",2015-01-13,2023-08-01,Pro,29,29,2.0,229175.16
CL-76329,Tiwari LLC,2017-10-19,2018-04-01,Basic,6,6,,24435.3
CL-24168,Iyengar Group,2017-03-31,2020-04-01,Pro,26,26,,211926.63
CL-42668,"Sangha, Zacharia and Mitra",2018-11-01,2020-02-01,Basic,8,8,,32161.85
CL-22205,Boase-Vohra,2016-06-15,2025-03-01,Enterprise,91,99,9.0,1479828.39
CL-24337,Vig-Sangha,2016-10-13,2022-12-01,Pro,32,29,1.0,236464.9
CL-14568,Sem Group,2020-01-30,2023-06-01,Basic,11,11,1.0,43306.18
CL-72755,"Krishnan, Nadig and D’Alia",2018-07-03,2021-07-01,Pro,25,26,,207753.02
CL-77568,Atwal LLC,2017-10-21,2019-05-01,Basic,11,11,,44004.23
CL-46220,Kar-Chandran,2022-08-29,2023-10-01,Basic,11,11,1.0,44547.06
CL-31522,"Ramesh, Prashad and Mallick",2017-09-09,2022-12-01,Basic,11,10,0.0,40422.82
CL-91913,"Datta, Mishra and Kala",2015-02-26,2016-11-01,Basic,10,10,,39280.03
CL-64897,"Narang, Doshi and Pillay",2016-04-18,2023-10-01,Enterprise,63,63,4.0,946872.22
CL-59713,More-Bhandari,2014-01-20,2019-12-01,Enterprise,48,44,,646954.97
CL-64492,Om Group,2019-01-19,2025-09-01,Pro,19,20,3.0,158808.21
CL-20694,Bumb Ltd,2016-08-29,2017-07-01,Pro,17,17,,134898.47
CL-51532,Kadakia and Sons,2016-11-21,2018-10-01,Basic,13,12,,48669.72
CL-64372,"Kara, Venkataraman and Jha",2014-07-01,2024-04-01,Basic,12,11,2.0,44671.32
CL-24885,"Sawhney, Kale and Gala",2024-09-14,2024-10-01,Basic,15,15,1.0,60955.13
CL-88571,"Narasimhan, Reddy and Dhawan",2014-12-25,2022-02-01,Basic,8,8,0.0,31389.45
CL-24568,Ramaswamy-Thakur,2018-09-19,2022-04-01,Basic,11,11,1.0,43271.96
CL-10868,Patel Inc,2015-11-19,2016-09-01,Pro,37,40,,323163.77
CL-64372,"Kara, Venkataraman and Jha",2014-07-01,2016-03-01,Basic,12,13,,51709.21
CL-51519,"Gill, Anne and Jaggi",2020-10-07,2021-03-01,Pro,18,19,,151193.58
CL-13321,"Taneja, Acharya and Thaman",2014-08-11,2016-07-01,Pro,38,37,,297705.33
CL-99845,Chadha-Patel,2015-12-09,2016-08-01,Basic,13,13,,51009.69
CL-72092,Choudhry-Mahal,2021-03-11,2024-02-01,Pro,39,38,2.0,301457.34
CL-96503,Sundaram PLC,2019-01-17,2024-11-01,Enterprise,63,61,3.0,912711.9
CL-75182,Venaktesh-Kala,2020-07-08,2021-06-01,Pro ,23,24,,194152.33
CL-73851,Atwal-Ravi,2015-04-29,2016-08-01,Enterprise,93,89,,1340827.78
CL-82328,"Morar, Chana and Nadkarni",2016-11-16,2024-08-01,Pro,27,26,1.0,205559.73
CL-24153,"Sachar, Pandit and Khalsa",2019-05-18,2024-06-01,Pro,17,17,2.0,137431.17
CL-41800,Tiwari-Garde,2020-04-22,2022-04-01,Basic,15,15,2.0,58888.33
CL-18459,"Barman, Mody and Shenoy",2016-03-01,2016-08-01,Basic,9,9,,35683.67
CL-61490,"Ghose, Purohit and Natt",2015-01-21,2017-06-01,Basic,6,6,,24111.58
CL-93176,Batra-Samra,2014-11-26,2023-07-01,Basic,15,15,1.0,59951.65
CL-55774,"Sheth, Khosla and Zachariah",2015-03-16,2017-09-01,Basic,7,7,,28526.77
CL-40794,Kamdar LLC,2018-01-05,2021-10-01,Pro,18,19,1.0,152552.71
CL-24337,Vig-Sangha,2016-10-13,2020-08-01,Pro,32,31,,252553.73
CL-34102,"Dubey, Sarraf and Gala",2015-10-09,2019-02-01,Pro,28,27,,220052.07
CL-95027,Roa-Chand,2015-05-18,2019-06-01,basic,12,13,,52880.16
CL-71516,"Raja, Jhaveri and Ramakrishnan",2019-11-15,2024-01-01,Basic,13,11,3.0,44028.61
CL-24568,Ramaswamy-Thakur,2018-09-19,2022-08-01,Basic,11,11,1.0,44070.65
CL-97100,"Sandhu, Bahl and Sandal",2019-02-19,2023-11-01,Basic,13,13,5.0,52789.32
CL-36429,Kothari-Contractor,2015-11-05,2021-09-01,Basic,5,5,,20231.23
CL-86633,Sahota-Sandhu,2022-07-09,2024-05-01,Basic,11,11,1.0,43402.06
CL-46911,"Sabharwal, Mammen and Wason",2016-04-24,2020-03-01,Basic,6,6,,23609.13
CL-61004,Khatri-Borde,2022-08-30,2024-01-01,Pro,33,31,2.0,245090.98
CL-47356,Tank Ltd,2017-01-03,2023-12-01,Basic,10,9,0.0,35947.07
CL-98268,Bhavsar-Chaudhari,2019-01-29,2020-11-01,Pro,20,20,,159700.44
CL-96503,Sundaram PLC,2019-01-17,2023-02-01,Enterprise,63,63,3.0,943998.77
CL-17047,Parekh-Kari,2015-11-12,2020-05-01,Basic,11,11,,44375.6
CL-42668,"Sangha, Zacharia and Mitra",2018-11-01,2020-04-01,Basic,8,8,,32385.2
CL-24168,Iyengar Group,2017-03-31,2021-09-01,Pro,26,26,,207979.03
CL-20694,Bumb Ltd,2016-08-29,2024-08-01,Pro,17,16,5.0,128564.43
CL-51132,"Warrior, Yohannan and Dada",2018-12-28,2023-01-01,Basic,5,5,0.0,19698.59
CL-71617,Chacko Ltd,2013-09-29,2020-06-01,Basic,9,10,,40100.85
CL-24153,"Sachar, Pandit and Khalsa",2019-05-18,2019-11-01,Pro,17,16,,126875.14
CL-99845,Chadha-Patel,2015-12-09,2018-03-01,Basic,13,14,,56921.08
CL-24153,"Sachar, Pandit and Khalsa",2019-05-18,2021-08-01,Pro,17,17,,135642.84
CL-77568,Atwal LLC,2017-10-21,2019-07-01,Basic,11,11,,44565.71
CL-34102,"Dubey, Sarraf and Gala",2015-10-09,2016-08-01,Pro,28,28,,220391.15
CL-99845,Chadha-Patel,2015-12-09,2024-10-01,Basic,13,12,2.0,47541.46
